,Log2FC,Std.Error,df,t value,Pr(>|t|),FDR,diffexpressed,delabel
CHMP3,-0.403468337,0.162483998,116.9695899,-2.483126597,0.014441326,0.07192891,NO,NA
PPP6C,0.416735567,0.167788187,113.5656658,2.483700278,0.014462569,0.071991455,NO,NA
KRTAP5-8,-0.443719055,0.177260795,75.05039682,-2.503199059,0.014481788,0.072000636,NO,NA
ELAVL1,0.424370219,0.170830612,111.1967289,2.484157925,0.01447668,0.072000636,NO,NA
TMEM101,-0.575384345,0.231806017,115.6245128,-2.482180375,0.014494592,0.072021088,NO,NA
LRWD1,-0.509534753,0.202407816,59.62328904,-2.517366983,0.014529802,0.072152787,NO,NA
CERS5,-0.53454861,0.215034199,101.1779517,-2.485877188,0.0145612,0.072259805,NO,NA
BICDL1,-0.657488862,0.265110359,116.2502422,-2.48005723,0.01456879,0.072259805,NO,NA
UBR2,-0.449808301,0.180808873,95.39569854,-2.487755674,0.014590367,0.07232354,NO,NA
VAPA,0.425637599,0.171726183,117.9871295,2.478583002,0.014604502,0.072350335,NO,NA
PLEKHA5,-0.406907473,0.164202185,117.2549054,-2.47808806,0.014632749,0.072446968,NO,NA
TFRC,0.512877157,0.207138465,116.6170079,2.476011182,0.01472174,0.072786744,NO,NA
SCYL3,-0.58981364,0.237942707,108.4886605,-2.478805287,0.014722123,0.072786744,NO,NA
ATF3,0.670724368,0.270755507,112.4833572,2.477232598,0.014727723,0.072786744,NO,NA
PCED1A,-0.656196701,0.265053892,115.879031,-2.475710489,0.014742828,0.072817975,NO,NA
UXS1,0.540199511,0.216892588,82.09988651,2.490631501,0.014767619,0.072896978,NO,NA
CLDND1,0.737186224,0.296481851,87.63848078,2.486446375,0.014798521,0.073006039,NO,NA
ANKRD30A,0.802738522,0.322979215,88.88311877,2.485418518,0.014811194,0.073025089,NO,NA
MRPL17,0.522030031,0.210952945,111.9159875,2.474627838,0.014837544,0.073111514,NO,NA
PROM2,-0.599367326,0.242449478,114.0752965,-2.472132874,0.014906941,0.073409818,NO,NA
IFI30,0.604853228,0.244907718,114.9671606,2.469718933,0.01499093,0.07362109,NO,NA
NOP58,0.363351165,0.147198142,117.9847619,2.468449403,0.01500314,0.07362109,NO,NA
ZBED5,-0.573434799,0.231832575,105.7004133,-2.473486733,0.014972631,0.07362109,NO,NA
SMTN,-0.567957459,0.230037516,117.2892646,-2.468977534,0.014990775,0.07362109,NO,NA
ZNF561,-0.431696967,0.174448512,101.7821434,-2.474638288,0.014989652,0.07362109,NO,NA
MLLT6,-0.462385655,0.186813216,100.0039605,-2.475122826,0.015000509,0.07362109,NO,NA
DZIP1L,-0.523640892,0.212046422,106.388956,-2.46946346,0.015121954,0.07416021,NO,NA
AFMID,-0.608898747,0.247054085,117.8624113,-2.46463744,0.015157101,0.074288617,NO,NA
DHCR7,0.631555828,0.256294295,117.9560857,2.464182156,0.015174234,0.074328636,NO,NA
BIRC6,-0.474203361,0.191642892,90.21756771,-2.474411418,0.015215555,0.074487017,NO,NA
CSPP1,-0.608762196,0.246691952,104.2845159,-2.467701888,0.01522524,0.074490429,NO,NA
ADD1,0.390900726,0.158664866,114.3147886,2.463687994,0.015240917,0.07452314,NO,NA
MEPCE,-0.236108438,0.095855362,110.6774643,-2.463174028,0.015311565,0.074824439,NO,NA
ASB6,-0.41455363,0.168129395,99.8028192,-2.465682044,0.015381276,0.07507657,NO,NA
GALE,-0.463478222,0.188364931,113.9319833,-2.460533494,0.0153737,0.07507657,NO,NA
IMPACT,0.462585571,0.188298187,117.9988459,2.456665034,0.015478689,0.075507578,NO,NA
ZFP91,0.393873048,0.160104554,104.0174907,2.460098971,0.015537352,0.07574916,NO,NA
SMIM29,-0.552324857,0.224993357,117.6062904,-2.454849627,0.015558113,0.075805787,NO,NA
ERCC2,-0.487987092,0.19839955,98.23637294,-2.459617937,0.015656079,0.07619353,NO,NA
HGH1,-0.433582551,0.176768029,116.987056,-2.452833541,0.015649106,0.07619353,NO,NA
SLC9A1,-0.585208491,0.238003211,97.95271903,-2.458826027,0.015693769,0.076332136,NO,NA
SCYL1,0.477894702,0.194513915,99.14648944,2.456866392,0.015752889,0.076540334,NO,NA
FNIP2,-0.534323705,0.217596782,102.1089357,-2.455568051,0.015755045,0.076540334,NO,NA
ASXL2,0.420206443,0.170552579,83.19312879,2.463794135,0.015807745,0.076719497,NO,NA
TBC1D2,-0.51482966,0.210159475,114.5732737,-2.449709493,0.015810437,0.076719497,NO,NA
AHCY,0.564840676,0.230630526,114.560928,2.449114984,0.01583539,0.076795621,NO,NA
RHOC,0.445112907,0.18173175,109.2368731,2.449285315,0.015903465,0.077080654,NO,NA
FAH,-0.590957196,0.241393196,110.1630242,-2.448110407,0.015939015,0.077207807,NO,NA
TMEM14C,0.354750681,0.144944163,110.1191793,2.447498912,0.015965295,0.077244813,NO,NA
SPINDOC,-0.633942482,0.258686372,102.2138958,-2.450621875,0.015958877,0.077244813,NO,NA
ITPR3,-0.602332124,0.246376336,117.0062201,-2.44476452,0.015985455,0.077297227,NO,NA
SYMPK,-0.42241812,0.172821136,116.8012127,-2.444250341,0.016009784,0.07736973,NO,NA
YIPF6,0.494587611,0.20253943,116.3264894,2.441932471,0.016114005,0.077742736,NO,NA
MYO1C,0.446300799,0.182718916,114.1724835,2.442553896,0.016116546,0.077742736,NO,NA
SRPK2,0.523253083,0.214215842,113.317412,2.442644202,0.016124489,0.077742736,NO,NA
PLOD2,0.817166816,0.334526752,113.8514349,2.442754757,0.016112433,0.077742736,NO,NA
CNP,-0.647092549,0.265189171,111.565008,-2.440116786,0.016256696,0.078334589,NO,NA
POLR3E,-0.577691546,0.236634939,105.4318941,-2.441277472,0.016300407,0.078499578,NO,NA
GLI3,-0.778812919,0.319621356,116.4434239,-2.436673597,0.016336825,0.078572881,NO,NA
CSTF3,-0.386652143,0.158623386,113.6685906,-2.437548155,0.016336878,0.078572881,NO,NA
FAM126B,-0.468884122,0.190804937,73.78831108,-2.45740036,0.016344069,0.078572881,NO,NA
ELF5,-0.719010869,0.294210005,95.8589781,-2.443869543,0.016359327,0.07860064,NO,NA
WBP2,-0.419254618,0.172212936,117.9400629,-2.434512926,0.016410224,0.0787987,NO,NA
FEM1B,-0.389708675,0.159943564,110.9055929,-2.43653864,0.016419565,0.0787987,NO,NA
JAG2,-0.627249981,0.257670578,115.507509,-2.434309674,0.016451091,0.078904305,NO,NA
CYBA,0.617544547,0.253487619,105.7549104,2.436192148,0.016513446,0.079157569,NO,NA
DDX17,-0.253868783,0.10415179,99.84597724,-2.437488433,0.016558226,0.079281485,NO,NA
KLF16,-0.35432434,0.145692532,114.9649276,-2.432000707,0.016558428,0.079281485,NO,NA
PIH1D1,-0.436857517,0.179676955,111.6966507,-2.431349732,0.016632683,0.079591035,NO,NA
PITPNM1,-0.718932498,0.29558115,107.3017133,-2.432267746,0.016658981,0.079670881,NO,NA
BRD8,-0.566748066,0.23340656,117.5792428,-2.428158257,0.016690985,0.079777901,NO,NA
LDLRAD4,0.603259673,0.248510582,117.868691,2.427500946,0.016715991,0.079805379,NO,NA
PROSER3,-0.587309547,0.241331757,100.7079088,-2.433618996,0.016710478,0.079805379,NO,NA
NDUFS4,0.518062181,0.212857301,96.84792028,2.433847361,0.016772146,0.079817738,NO,NA
PRPF3,-0.397976066,0.163796288,107.957733,-2.429701372,0.016760769,0.079817738,NO,NA
INTS8,-0.392659899,0.161783316,116.5860023,-2.427072882,0.016751692,0.079817738,NO,NA
VPS37C,-0.555831522,0.229035718,115.5353336,-2.426833368,0.016776363,0.079817738,NO,NA
GATAD2B,0.505545967,0.208299975,117.9983059,2.427009253,0.016735866,0.079817738,NO,NA
SP140L,-0.604148199,0.248203545,97.2665818,-2.434083689,0.016753802,0.079817738,NO,NA
RUVBL2,-0.258970782,0.106817161,117.8976583,-2.424430478,0.016850679,0.080103069,NO,NA
ZNF430,-0.610855106,0.24570323,43.21874868,-2.486150082,0.016855665,0.080103069,NO,NA
CAST,0.466888195,0.19255845,112.4361683,2.424657004,0.016915666,0.080342142,NO,NA
ZNF875,-0.581867899,0.240196289,117.7318604,-2.422468314,0.016939676,0.080410101,NO,NA
TSNARE1,-0.660369765,0.272667137,116.6210092,-2.421889825,0.016980117,0.080555928,NO,NA
C8orf82,-0.465103166,0.192033606,115.456554,-2.421988398,0.016991525,0.080563934,NO,NA
LASP1,-0.369910558,0.152179955,90.13042919,-2.430744292,0.017047978,0.080785389,NO,NA
PIP5K1A,-0.456729184,0.18888958,117.995881,-2.417969187,0.017136778,0.081159782,NO,NA
SORL1,-0.651053865,0.269303356,117.3734602,-2.417548279,0.017163894,0.081204288,NO,NA
KDM4B,0.284353017,0.117425008,105.1271729,2.421571195,0.017165771,0.081204288,NO,NA
SLC20A1,-0.468462876,0.193289403,98.47529915,-2.423634555,0.017191403,0.08127915,NO,NA
TRAF2,-0.466530942,0.193056784,114.649533,-2.416547778,0.017246033,0.081490947,NO,NA
GLCE,0.552853757,0.228852001,116.319206,2.415769822,0.017258053,0.081501278,NO,NA
ARL6IP4,0.318366644,0.131783257,111.1474077,2.415835304,0.017328722,0.081788412,NO,NA
MYO1G,-0.574027285,0.236933715,91.58389321,-2.422733649,0.017371964,0.081945839,NO,NA
SDAD1,0.51349691,0.212742487,112.3739366,2.413701738,0.017407166,0.082065183,NO,NA
H2AC7,0.49044464,0.203431719,117.4999087,2.410856299,0.017464789,0.082290034,NO,NA
GNL1,-0.497899603,0.204963868,76.56535223,-2.429206709,0.017476099,0.082296539,NO,NA
FAM53B,-0.562400401,0.233353615,115.2823248,-2.410077951,0.017530604,0.082506332,NO,NA
EXOSC10,-0.452039447,0.187373487,105.1364056,-2.412504853,0.017574884,0.082574058,NO,NA
GMPR2,-0.496231163,0.2040138,70.04474818,-2.432341161,0.017559844,0.082574058,NO,NA
TNS3,0.64438979,0.267333123,111.5522567,2.410437518,0.017567918,0.082574058,NO,NA
CCDC88C,-0.540240219,0.224348657,115.5216476,-2.408038564,0.017620658,0.082742216,NO,NA
EIF2S2,0.296019911,0.122660227,99.16764877,2.413332495,0.017643222,0.0827544,NO,NA
PLXND1,-0.52619726,0.218597312,117.0325653,-2.407153388,0.017640557,0.0827544,NO,NA
COL4A5,-0.625658058,0.260176792,117.9994851,-2.404741994,0.017738664,0.083107998,NO,NA
STX3,-0.614940606,0.255679023,116.750057,-2.405127335,0.017737757,0.083107998,NO,NA
ARHGAP27,-0.631705457,0.262524436,111.9263251,-2.406272983,0.017753625,0.083131099,NO,NA
ZNF316,-0.453279204,0.188399094,106.2373831,-2.405952138,0.017857659,0.083571021,NO,NA
PKP4,-0.514080057,0.214075643,117.6922788,-2.401394428,0.017898085,0.083712941,NO,NA
FGD6,-0.54733164,0.227966185,117.513807,-2.400933451,0.01792198,0.083777424,NO,NA
ICAM1,0.760611324,0.316713486,114.3473754,2.401575425,0.017936162,0.083796454,NO,NA
NFIA,-0.685025031,0.285345444,114.4323521,-2.400686764,0.017976406,0.083937156,NO,NA
ATP5F1A,0.398091499,0.165930612,115.6721006,2.399144403,0.018030985,0.084144599,NO,NA
SF3B2,0.392367957,0.163716485,115.6334558,2.396630709,0.01814963,0.084555444,NO,NA
MED13L,0.490453875,0.204426826,108.4659883,2.39916592,0.018137866,0.084555444,NO,NA
DGCR6L,-0.520679199,0.217164772,113.0684468,-2.39762275,0.018139835,0.084555444,NO,NA
MROH1,-0.502765618,0.209883432,116.1956826,-2.395451666,0.018197375,0.084730251,NO,NA
TMEM33,0.458767051,0.191218225,104.1813121,2.399180569,0.018208519,0.084734535,NO,NA
DCK,0.564067115,0.235317372,109.2557593,2.397048331,0.018225017,0.084763716,NO,NA
ACTR10,-0.295300898,0.123350421,114.5720765,-2.393999914,0.018289098,0.085014045,NO,NA
TNIK,0.79825978,0.333650657,117.3481108,2.39250175,0.018321217,0.085067927,NO,NA
PLEKHJ1,-0.499580624,0.208473836,105.5976703,-2.396370846,0.018316846,0.085067927,NO,NA
HEXIM1,-0.51945153,0.217139628,117.2143647,-2.392246571,0.018335191,0.085085144,NO,NA
THOP1,-0.558418011,0.233335352,112.012502,-2.393199341,0.018364816,0.08512729,NO,NA
ZNF652,-0.461405511,0.192651389,106.593398,-2.395028215,0.018363766,0.08512729,NO,NA
DCUN1D5,0.617227609,0.257730948,104.6898366,2.394852514,0.018404372,0.085262958,NO,NA
MTRNR2L1,0.420543667,0.175874654,107.5622492,2.39115562,0.018532322,0.085616437,NO,NA
IFT140,-0.604963563,0.253092273,110.560263,-2.390288556,0.018525969,0.085616437,NO,NA
FAM114A1,0.543077133,0.227377829,117.9922366,2.388434857,0.018506633,0.085616437,NO,NA
H4C12,0.429490191,0.179790199,115.8591176,2.388840961,0.018516791,0.085616437,NO,NA
WDR90,-0.596007511,0.24927353,109.9606398,-2.390977942,0.018502332,0.085616437,NO,NA
ZNF836,-0.573978174,0.23976665,98.12878114,-2.393903302,0.018570628,0.085658349,NO,NA
DHX34,-0.538799144,0.22510826,99.21443946,-2.39351121,0.018568189,0.085658349,NO,NA
ERP44,0.465587941,0.19496985,114.794933,2.387999691,0.0185724,0.085658349,NO,NA
SH3BP5L,-0.554594536,0.231926733,104.0442647,-2.39124886,0.01858757,0.085680636,NO,NA
C16orf91,-0.546229913,0.228291615,96.28220857,-2.392684957,0.018666063,0.085851461,NO,NA
SNRNP25,-0.591387148,0.247411136,103.1443611,-2.390301253,0.018648987,0.085851461,NO,NA
TLE5,-0.285652243,0.11947338,100.9958826,-2.390927943,0.018658135,0.085851461,NO,NA
ZNF253,-0.542289271,0.224697188,64.90374015,-2.413422594,0.018635398,0.085851461,NO,NA
PSMB9,0.685859865,0.28702492,103.5146816,2.389548143,0.018678595,0.085861452,NO,NA
PRR11,0.58268459,0.244318715,116.9432404,2.384936373,0.01868966,0.085864689,NO,NA
UBR7,-0.461977748,0.193775801,116.8552009,-2.3840838,0.018732179,0.085959294,NO,NA
HEBP1,0.479175381,0.200945085,114.8789737,2.384608617,0.018734856,0.085959294,NO,NA
VARS2,-0.554832235,0.231799145,90.82665598,-2.393590514,0.018741366,0.085959294,NO,NA
LBR,0.542056658,0.227555613,117.6652593,2.382084318,0.018818055,0.086263298,NO,NA
NAXD,-0.506283096,0.212201503,104.2282503,-2.385860086,0.018844164,0.086287532,NO,NA
CMTM3,0.595867751,0.250096464,114.5101365,2.382551678,0.018840122,0.086287532,NO,NA
H2BC18,0.541421019,0.227072154,106.7254355,2.384356728,0.01887423,0.086377483,NO,NA
OLA1,0.406695614,0.170814514,113.770117,2.380919536,0.018930631,0.086580151,NO,NA
ARL2,-0.339965978,0.142865138,117.5602244,-2.379628673,0.018939408,0.086580151,NO,NA
VPS13A,-0.571209842,0.239687194,105.6894372,-2.383147099,0.018950744,0.086584217,NO,NA
TIMM8A,-0.469903205,0.197647373,117.3903788,-2.377482673,0.01904711,0.086976557,NO,NA
PSMB8,0.776875977,0.327059575,117.9695291,2.375334762,0.019144996,0.087375401,NO,NA
EHD1,-0.459480767,0.193474975,116.8308032,-2.374884748,0.019183203,0.087413099,NO,NA
NDUFV1,-0.513048988,0.216023776,115.6942908,-2.37496537,0.019195444,0.087413099,NO,NA
S100A6,0.647124747,0.271442398,91.26458793,2.384022361,0.019195271,0.087413099,NO,NA
MT1M,0.50140929,0.210927856,110.5480976,2.377160133,0.019164572,0.087413099,NO,NA
KIAA0040,-0.881210552,0.371227716,117.399758,-2.373773602,0.019230268,0.087523594,NO,NA
SNN,-0.528062925,0.222089989,103.4948807,-2.377698009,0.019256961,0.08755472,NO,NA
MTCH2,-0.197864101,0.083046798,91.6448197,-2.382561481,0.019258235,0.08755472,NO,NA
ZNF768,-0.283656788,0.119479748,111.325706,-2.374099305,0.019303962,0.087714495,NO,NA
H2BC21,0.574002869,0.241510488,101.4323057,2.376720262,0.019343349,0.087797193,NO,NA
TARS1,0.577613515,0.243555163,117.3345881,2.371592166,0.019339712,0.087797193,NO,NA
SCPEP1,0.664812124,0.280260374,113.9988623,2.372123158,0.019361552,0.087831717,NO,NA
TPBG,-0.764280578,0.322401085,116.9135293,-2.370589351,0.019395738,0.087938665,NO,NA
NT5C,-0.556209742,0.234025786,97.71664769,-2.376702807,0.019416777,0.08798592,NO,NA
FKBP4,0.404574769,0.170621898,112.2122963,2.371177289,0.019435875,0.088024335,NO,NA
MAP1LC3B,0.461288042,0.19468338,117.3172941,2.369426921,0.019448214,0.088032114,NO,NA
RBM23,-0.524916447,0.221203866,103.5962781,-2.372998517,0.019488709,0.088167259,NO,NA
RGS14,-0.593722464,0.250250833,104.2235864,-2.372509444,0.019501876,0.088178693,NO,NA
DDX39A,-0.460782514,0.194595705,117.6857224,-2.367896634,0.019519858,0.088211876,NO,NA
PSEN1,-0.390488198,0.164974849,118,-2.366955931,0.01956281,0.088305981,NO,NA
CDH3,0.706515945,0.298472406,116.7677494,2.367106404,0.019572646,0.088305981,NO,NA
ZNF432,-0.546652683,0.230723224,110.5903681,-2.369300643,0.019555354,0.088305981,NO,NA
ARF1,0.264059226,0.111306081,98.96104511,2.372370174,0.019608033,0.088356724,NO,NA
LMBRD1,0.492910596,0.208339177,117.9989015,2.3659045,0.019615875,0.088356724,NO,NA
MRPS21,-0.540895306,0.228142838,103.3661245,-2.370862531,0.019599882,0.088356724,NO,NA
FOS,0.864673617,0.365540306,114.0159158,2.365467234,0.01969576,0.088668365,NO,NA
FMC1,-0.506431506,0.214238702,117.7470656,-2.363865635,0.019722651,0.088741222,NO,NA
SCARB1,0.751510022,0.317999761,117.8499117,2.363240839,0.019752935,0.088829259,NO,NA
SMAD4,0.469874227,0.198722483,108.0407954,2.364474422,0.019840988,0.089176847,NO,NA
SUPT6H,-0.511484717,0.216529575,111.8888988,-2.362193329,0.019894833,0.089370394,NO,NA
MEX3A,0.631071302,0.267375656,117.5350739,2.360242183,0.019910324,0.089391529,NO,NA
NDUFB5,0.347685355,0.147375273,117.8878235,2.359183795,0.019959552,0.089564031,NO,NA
OR2A4,-0.575759287,0.244187668,117.5845375,-2.357855704,0.020032086,0.089840869,NO,NA
PNPLA2,-0.382972866,0.162162222,101.4524831,-2.361665138,0.020102488,0.090107854,NO,NA
MECP2,-0.456802179,0.193321291,97.38039498,-2.362917074,0.020119389,0.090134864,NO,NA
ADGRL1,-0.697067004,0.295909373,117.2508073,-2.355677337,0.020149228,0.090181067,NO,NA
MIDEAS,-0.434027356,0.183088062,80.47621665,-2.370593421,0.020151464,0.090181067,NO,NA
C11orf68,-0.606861934,0.257662641,112.1595075,-2.355257756,0.020247414,0.09031785,NO,NA
DHX9,0.418970595,0.177883888,114.186022,2.355303787,0.02021376,0.09031785,NO,NA
COPA,0.310077668,0.131573874,108.2591945,2.356681142,0.020237147,0.09031785,NO,NA
SMG7,0.294279979,0.124984975,116.0612644,2.354522844,0.020226285,0.09031785,NO,NA
TNK2,-0.485628845,0.206208376,115.4548591,-2.355039371,0.020208448,0.09031785,NO,NA
NSUN7,-0.553950533,0.235301771,117.9326821,-2.354213187,0.020215327,0.09031785,NO,NA
FOXC1,-0.714679404,0.303660214,115.0744601,-2.35354969,0.02029144,0.090465549,NO,NA
TACC2,-0.574579281,0.244307585,117.0990877,-2.351868362,0.020349255,0.090674528,NO,NA
SEPTIN11,0.489592576,0.208100307,108.9085192,2.352675887,0.02043446,0.090979137,NO,NA
MTFR1L,-0.469779779,0.198559588,78.86508821,-2.36593852,0.02043957,0.090979137,NO,NA
NRARP,0.570715147,0.242396653,101.4794786,2.354467934,0.020474305,0.091084831,NO,NA
USO1,0.383420426,0.16320044,115.2775902,2.349383531,0.020506068,0.091146413,NO,NA
E2F1,-0.509850691,0.216968693,113.2937277,-2.349881381,0.020510143,0.091146413,NO,NA
CPSF6,0.393017454,0.167580784,117.8767916,2.345241773,0.020686297,0.091856198,NO,NA
MRPL37,0.463715927,0.197665228,114.8874029,2.345966121,0.020692027,0.091856198,NO,NA
IRF2BP2,-0.402720959,0.171729612,115.425674,-2.345087456,0.020730449,0.091977496,NO,NA
ACVR2A,-0.515929596,0.218802516,82.1757473,-2.357969211,0.020751493,0.0920216,NO,NA
SOD2,0.651160202,0.277536741,104.8779565,2.346212612,0.020844971,0.092337319,NO,NA
ATP5MK,0.329210403,0.140331514,105.7908356,2.345947776,0.020842565,0.092337319,NO,NA
SRRT,-0.364191526,0.155390978,108.5956874,-2.343710889,0.020912637,0.092573286,NO,NA
WNT3,-0.554559962,0.236898323,117.5765195,-2.34091974,0.02092058,0.092573286,NO,NA
SPSB3,-0.430367238,0.183970101,113.3316914,-2.339332512,0.021069648,0.093183159,NO,NA
DBNL,-0.425237284,0.181941305,116.7492373,-2.337222345,0.021131232,0.093359678,NO,NA
NOP9,-0.55472173,0.236910798,103.018454,-2.341479299,0.021132089,0.093359678,NO,NA
VBP1,0.520651164,0.222647132,111.6075505,2.338458879,0.021144087,0.093362915,NO,NA
HTT,-0.567757726,0.242795671,108.3632556,-2.338417831,0.02120036,0.093462101,NO,NA
CERS4,-0.536475951,0.229198306,101.7470996,-2.340662807,0.02120038,0.093462101,NO,NA
CITED4,-0.699908327,0.299525696,114.2995744,-2.336722144,0.02119524,0.093462101,NO,NA
IDH3A,-0.548330144,0.233630934,85.82877968,-2.346992902,0.021227921,0.093533765,NO,NA
ZNF514,-0.614841409,0.263197261,112.9386432,-2.336047901,0.02125298,0.093594422,NO,NA
TMEM147,-0.438305417,0.187491253,106.184495,-2.337737947,0.021275269,0.09364282,NO,NA
RAB31,0.708025415,0.303510987,117.8735357,2.332783475,0.021355265,0.09394503,NO,NA
H2AC17,0.552200526,0.236743082,117.6186484,2.332488546,0.021375052,0.093982192,NO,NA
SSB,0.55873357,0.239594777,116.7886851,2.331993951,0.021414261,0.094104664,NO,NA
C4B,0.563638524,0.24104763,93.95310355,2.338286936,0.021493412,0.094402435,NO,NA
MT1A,0.518162206,0.222406608,117.9045591,2.329796814,0.021517982,0.094460292,NO,NA
RNPEPL1,-0.46581697,0.199780446,107.7747544,-2.331644461,0.021578677,0.094676586,NO,NA
MAPK13,-0.409695562,0.176012367,112.6725202,-2.327652142,0.021716053,0.095228914,NO,NA
TSR3,-0.375991689,0.161212772,97.99645528,-2.332269861,0.02173266,0.095251343,NO,NA
GRSF1,0.548914883,0.23605936,117.9629085,2.325325639,0.021763451,0.095298431,NO,NA
KCNJ12,-0.402220795,0.172977644,117.9485063,-2.325276179,0.021766401,0.095298431,NO,NA
UBE2V1,0.301715258,0.129572239,104.4282168,2.328548608,0.021809456,0.095436523,NO,NA
SLC25A22,-0.556461008,0.239019546,102.5277652,-2.32809834,0.021870571,0.095479738,NO,NA
MBD3,-0.580874878,0.249867567,114.3933909,-2.324731,0.021850443,0.095479738,NO,NA
ZNF461,-0.368782836,0.158708285,115.4162321,-2.323652073,0.021894545,0.095479738,NO,NA
PRDX1,0.371684468,0.159637171,102.4138639,2.32830778,0.021861204,0.095479738,NO,NA
CLTB,-0.281177776,0.121025685,116.641944,-2.323290099,0.021896053,0.095479738,NO,NA
MRPS10,0.332561144,0.143168791,117.9859138,2.322860608,0.021899974,0.095479738,NO,NA
ZC3H3,-0.597021312,0.256708794,112.2578493,-2.32567534,0.021832049,0.095479738,NO,NA
ZDHHC12,-0.417795813,0.179640375,106.0490331,-2.325734476,0.021935382,0.095583829,NO,NA
MLH1,0.532356708,0.229252974,116.338776,2.322136542,0.0219649,0.095611919,NO,NA
ACOX1,-0.527679795,0.227274028,117.764616,-2.321777809,0.021963594,0.095611919,NO,NA
