,Log2FC,Std.Error,df,t value,Pr(>|t|),FDR,diffexpressed,delabel
CLEC3A,-0.554916093,0.352873934,95.72086405,-1.572561869,0.119120006,0.292929639,NO,NA
IMPA2,-0.482162214,0.307125338,116.5779139,-1.56992001,0.119144041,0.292929639,NO,NA
GATA2,-0.406809469,0.259129326,117.9999303,-1.569909033,0.119113978,0.292929639,NO,NA
ZWILCH,0.391346343,0.249355482,113.9696968,1.569431479,0.11931972,0.293245974,NO,NA
TM9SF3,0.27114474,0.172737541,110.5969038,1.569692029,0.119343469,0.293245974,NO,NA
BZW1,0.214225436,0.136355159,95.34487234,1.571084206,0.119475894,0.293397396,NO,NA
DCAF5,-0.299070154,0.190515251,105.6616513,-1.569796392,0.119452401,0.293397396,NO,NA
ATP6V1A,0.349796054,0.222892377,100.8609922,1.569349556,0.119698535,0.293857066,NO,NA
KRT12,-0.298468733,0.190178896,95.2195215,-1.569410378,0.119869615,0.294015795,NO,NA
MED29,-0.34740896,0.220913003,78.38573826,-1.572605306,0.119838181,0.294015795,NO,NA
COPS7B,-0.278169454,0.177197881,92.81391731,-1.569823819,0.119859175,0.294015795,NO,NA
MICAL2,-0.458144978,0.292533607,114.5907503,-1.566127675,0.120076168,0.294102188,NO,NA
C3orf14,-0.312356455,0.199541376,115.7035364,-1.565371859,0.120226726,0.294102188,NO,NA
FABP5,0.44275427,0.282782852,114.6611804,1.565704099,0.120173669,0.294102188,NO,NA
LMAN2,-0.240813673,0.153797049,110.4147444,-1.565788648,0.120259691,0.294102188,NO,NA
IL17RA,-0.349503404,0.223037527,106.8972731,-1.567016136,0.120066471,0.294102188,NO,NA
FKBP15,0.336225904,0.214606132,105.3723854,1.566711538,0.120180402,0.294102188,NO,NA
DECR2,-0.351660086,0.223631995,75.00097259,-1.572494517,0.120045252,0.294102188,NO,NA
GOLM2,0.299455208,0.191089227,107.3967047,1.567096233,0.120034023,0.294102188,NO,NA
IER5L,0.342560292,0.21885717,117.9134057,1.565223077,0.120210489,0.294102188,NO,NA
ING5,-0.349059294,0.222725615,104.0749383,-1.567216657,0.120099624,0.294102188,NO,NA
RAB19,-0.325484581,0.207670623,96.81046574,-1.567311624,0.12030483,0.294125791,NO,NA
TMEM131,0.241248553,0.154123195,109.5794027,1.56529686,0.120396706,0.294216252,NO,NA
TSR1,0.380403624,0.242485502,84.84952437,1.568768528,0.120423843,0.294216252,NO,NA
ARID1B,-0.290663494,0.185659951,105.3549031,-1.565569161,0.120448328,0.294216252,NO,NA
THAP7,-0.279420051,0.178451197,101.8847844,-1.565806536,0.120494693,0.294242786,NO,NA
AK1,0.371612604,0.237629194,117.3147371,1.56383396,0.120550145,0.294270349,NO,NA
KAT5,0.287323587,0.183740022,116.1417718,1.563750696,0.120596873,0.294270349,NO,NA
PIMREG,0.338752937,0.215994285,82.85973394,1.568342129,0.120612497,0.294270349,NO,NA
PPIL4,-0.328781898,0.209842068,88.91463626,-1.56680641,0.120712161,0.294426836,NO,NA
VAMP8,-0.188175492,0.120376423,108.4434891,-1.563225486,0.120913178,0.294743652,NO,NA
NIP7,0.368689606,0.235433307,89.45934807,1.566004449,0.120878236,0.294743652,NO,NA
DENND4B,-0.306216529,0.195904308,108.2440931,-1.563092365,0.120949844,0.294746341,NO,NA
RBBP5,-0.325331969,0.20779323,84.00074717,-1.565652401,0.121189673,0.295172875,NO,NA
NAMPT,0.427024464,0.273533272,116.77772,1.561142672,0.121196102,0.295172875,NO,NA
SREBF2,-0.362402258,0.232178404,114.2528714,-1.56087841,0.121318169,0.295383369,NO,NA
SLC26A2,-0.57581576,0.368810584,108.216746,-1.561277752,0.12137798,0.295384762,NO,NA
ZXDC,-0.296959298,0.190279006,112.0603705,-1.56065193,0.121425662,0.295384762,NO,NA
APIP,0.294117034,0.188442363,111.2077741,1.560779797,0.121417062,0.295384762,NO,NA
B4GALNT3,-0.472469517,0.302950283,113.7264342,-1.559561236,0.121642131,0.295824526,NO,NA
SNRNP27,0.368985416,0.236829498,117.9765546,1.55802136,0.121906769,0.296342633,NO,NA
ANKH,0.423287405,0.271630308,114.0906634,1.558321704,0.121926687,0.296342633,NO,NA
PLK3,-0.401717978,0.257680801,101.9965766,-1.558975201,0.122099795,0.296609995,NO,NA
PARP8,0.455378325,0.292478441,117.5468715,1.556963731,0.12216746,0.296609995,NO,NA
FAM89B,-0.335765782,0.215610033,113.8114075,-1.557282734,0.122179841,0.296609995,NO,NA
NME1,0.293168108,0.188100273,103.3549773,1.558573537,0.122154253,0.296609995,NO,NA
PEX6,-0.35220729,0.226061292,103.6019361,-1.558016798,0.122278895,0.296763539,NO,NA
NT5DC1,-0.344800508,0.221495442,111.8651381,-1.556693468,0.12236798,0.296892805,NO,NA
PUF60,-0.180055577,0.115666056,108.3483916,-1.556684679,0.122461608,0.296981783,NO,NA
ROCK2,0.373781897,0.240191035,110.9385697,1.55618588,0.122512152,0.296981783,NO,NA
ZNF468,-0.355640875,0.228615701,117.6738465,-1.555627515,0.122482153,0.296981783,NO,NA
ALDH9A1,0.378439215,0.243420165,115.8150527,1.554674875,0.122752011,0.297302357,NO,NA
SUCLG1,0.34840082,0.224048608,112.7404766,1.55502336,0.122743296,0.297302357,NO,NA
UBR4,-0.250177912,0.160912195,117.3645656,-1.554747995,0.122698619,0.297302357,NO,NA
PTPN14,0.430227972,0.276817661,115.4502472,1.554192642,0.122875564,0.297514659,NO,NA
ARAP1,-0.36831022,0.237161189,111.0623855,-1.552995336,0.123269291,0.298071188,NO,NA
CTDP1,-0.319987809,0.205609506,87.23633082,-1.556288983,0.123260009,0.298071188,NO,NA
PPP1R9A,-0.369833569,0.238214765,117.804149,-1.552521604,0.12321992,0.298071188,NO,NA
MNT,-0.304197014,0.195377677,85.92584335,-1.556969138,0.123153548,0.298071188,NO,NA
BSG,-0.220060399,0.141641267,104.7446789,-1.553646076,0.123285236,0.298071188,NO,NA
CREBBP,-0.319029122,0.205290011,99.33036137,-1.554041134,0.123355119,0.298153173,NO,NA
NME3,-0.364454395,0.234726576,105.268553,-1.552676316,0.123501849,0.298160013,NO,NA
JMJD1C,0.271269337,0.174635522,101.2533418,1.553345698,0.123460767,0.298160013,NO,NA
RDH10,-0.509989359,0.328680071,117.7910289,-1.551628479,0.123433875,0.298160013,NO,NA
NSMCE2,0.286218913,0.184406266,110.9456868,1.552110564,0.12348378,0.298160013,NO,NA
UBE2E1,0.182338266,0.117551829,110.5304592,1.551130828,0.123729,0.29862142,NO,NA
TCEAL1,-0.379845504,0.244872987,108.555442,-1.551193984,0.123765798,0.298623269,NO,NA
IGF1R,0.420623513,0.271067201,102.445328,1.551731493,0.123810397,0.298643938,NO,NA
DNMT1,0.333128784,0.214806738,103.1982773,1.550830237,0.124003794,0.299018344,NO,NA
PRRC2A,-0.219962042,0.141968341,115.0739921,-1.549373901,0.124037773,0.299018344,NO,NA
SENP7,-0.334577046,0.216066762,117.8058779,-1.54848919,0.124186857,0.299203683,NO,NA
MFSD6L,-0.239164283,0.154270574,102.0439617,-1.550291001,0.12416766,0.299203683,NO,NA
UROD,-0.306070091,0.19641966,61.46490956,-1.558245699,0.12430951,0.299412154,NO,NA
RFC3,0.255553133,0.163688927,53.04739834,1.561212096,0.12442034,0.299505017,NO,NA
SGK1,0.419867665,0.271293294,116.8385068,1.547652204,0.124410491,0.299505017,NO,NA
DEPDC5,-0.346658275,0.223879315,105.9438186,-1.548415825,0.124504334,0.299559652,NO,NA
ST3GAL4,-0.430331437,0.277963057,106.8177592,-1.548160543,0.124541399,0.299559652,NO,NA
GOLPH3,0.283450675,0.183229469,117.8499774,1.546971005,0.124551467,0.299559652,NO,NA
TMX3,0.175195853,0.11306748,92.2056841,1.549480474,0.124691912,0.299723482,NO,NA
UTP4,0.322297201,0.208355886,114.535555,1.546859116,0.124655916,0.299723482,NO,NA
IRGQ,-0.316845093,0.204943678,117.3622915,-1.546010573,0.124794323,0.299882677,NO,NA
UBE2G1,0.32928788,0.21305172,116.9598074,1.545577194,0.124908251,0.299982492,NO,NA
TMEM127,-0.226907202,0.146373715,82.91355655,-1.550190911,0.124904491,0.299982492,NO,NA
DEF6,-0.380511714,0.246174764,111.4770425,-1.545697485,0.125011849,0.300144323,NO,NA
POP5,-0.322800756,0.208741113,99.78634616,-1.546416765,0.125169655,0.300436172,NO,NA
ARL1,0.22598144,0.14627514,107.1473031,1.544906679,0.125317334,0.300522852,NO,NA
PFDN4,0.281944891,0.18245312,104.656374,1.545300464,0.125292183,0.300522852,NO,NA
FUCA2,0.355284352,0.23011286,117.9513499,1.543956958,0.125277534,0.300522852,NO,NA
TMEM94,-0.486270037,0.31396499,80.51726531,-1.54880338,0.125350808,0.300522852,NO,NA
EXOC4,-0.219960336,0.142516611,110.8237087,-1.543401393,0.125584164,0.300850543,NO,NA
SDHD,0.364957942,0.236575183,116.7980706,1.542672134,0.125615451,0.300850543,NO,NA
TMEM97,-0.296903068,0.192210579,97.99773062,-1.544676001,0.125647922,0.300850543,NO,NA
LAMTOR1,-0.222682676,0.144340511,113.9705602,-1.542759367,0.125661289,0.300850543,NO,NA
ARHGEF1,-0.336104558,0.217917754,117.9179364,-1.542345917,0.125668989,0.300850543,NO,NA
PSAT1,0.532634357,0.345424977,116.1129836,1.541968279,0.125802297,0.301082713,NO,NA
CHMP4B,0.259422796,0.168210907,108.58981,1.542247173,0.125922758,0.301284011,NO,NA
ANGEL2,0.295527118,0.191821467,116.6586009,1.540636313,0.126113518,0.301566313,NO,NA
RBL1,0.376883967,0.244603427,115.5003516,1.540795939,0.126101779,0.301566313,NO,NA
RABGGTB,-0.409850039,0.266074456,115.9196262,-1.540358459,0.126198412,0.301622142,NO,NA
UBE2R2,0.300004567,0.19454108,99.83667756,1.542114228,0.126209651,0.301622142,NO,NA
QDPR,-0.333419908,0.216451529,112.6239896,-1.540390632,0.126270201,0.301644793,NO,NA
HR,-0.359500787,0.233453218,116.4218115,-1.539926461,0.12629192,0.301644793,NO,NA
ZNF587,-0.178460426,0.115866235,111.7752122,-1.540228059,0.126331063,0.301651355,NO,NA
IREB2,-0.350035781,0.227118583,99.90383863,-1.541202733,0.126429067,0.301794294,NO,NA
RAB5A,-0.32884573,0.213643915,116.4037428,-1.539223478,0.126463753,0.301794294,NO,NA
LRRC41,0.271765499,0.176643948,116.2892826,1.538493124,0.126644701,0.301965271,NO,NA
FARS2,-0.323707365,0.209419539,71.18182657,-1.545736212,0.126602903,0.301965271,NO,NA
KCTD10,-0.279555781,0.181651485,112.7152134,-1.538967772,0.12661482,0.301965271,NO,NA
TCIM,-0.443837462,0.287997958,92.73243816,-1.541113226,0.126694864,0.301989638,NO,NA
UPF3A,0.342166937,0.222473464,117.7817835,1.538012358,0.126727795,0.301989638,NO,NA
CMTM6,0.426168146,0.277154825,117.6954908,1.537653711,0.126817441,0.3021164,NO,NA
TMEM181,-0.337613096,0.219135487,91.01953618,-1.540659165,0.126869312,0.302153121,NO,NA
LSS,-0.315273311,0.205084046,117.4720448,-1.537288332,0.126911918,0.302167761,NO,NA
CDKN2A,0.450661003,0.292811969,99.3941754,1.539079857,0.126962404,0.302201149,NO,NA
SLC25A6,0.279910653,0.181936257,101.700637,1.538509466,0.127029706,0.302274536,NO,NA
APPL1,0.342204866,0.222551048,107.6947329,1.537646615,0.127068011,0.302278897,NO,NA
PLPP5,0.399491231,0.259874592,106.7759189,1.537246206,0.127191154,0.302334543,NO,NA
OMA1,-0.348497258,0.226734368,111.0062804,-1.537028818,0.127131809,0.302334543,NO,NA
TUBB,0.217013102,0.141125559,102.3335079,1.537730687,0.127200839,0.302334543,NO,NA
CKS1B,0.27053906,0.176092062,106.6449078,1.536350118,0.127414196,0.302754833,NO,NA
STRN3,-0.281042253,0.183190835,117.9931321,-1.53415018,0.127669758,0.302985014,NO,NA
GIGYF2,-0.337278861,0.219556888,98.70101044,-1.536179825,0.127693853,0.302985014,NO,NA
CLASP1,-0.364764104,0.237200529,89.86510406,-1.537787907,0.127614202,0.302985014,NO,NA
GTF2E2,-0.42764056,0.278649476,112.6383067,-1.534689985,0.12766416,0.302985014,NO,NA
MOV10,-0.330399565,0.214280674,69.99629866,-1.541900902,0.127606769,0.302985014,NO,NA
RBM34,0.330392775,0.215409298,115.6706241,1.533790685,0.127811831,0.30317815,NO,NA
AHCYL2,-0.32290315,0.210597401,108.9289832,-1.533272247,0.128108124,0.303632446,NO,NA
AQP3,-0.509638011,0.332452081,111.6314109,-1.532966826,0.128113256,0.303632446,NO,NA
COMMD2,0.395741329,0.257930573,101.6103483,1.534293994,0.128065251,0.303632446,NO,NA
CHMP2B,0.358516318,0.233972921,114.2919929,1.532298338,0.128212228,0.303693326,NO,NA
WDR83OS,-0.262444501,0.171225794,110.5282528,-1.532739284,0.128197497,0.303693326,NO,NA
RERE,-0.274704616,0.17933295,114.2771361,-1.5318134,0.128332189,0.303890623,NO,NA
ABI1,-0.261879916,0.17091976,103.9157343,-1.532180459,0.128516734,0.3042407,NO,NA
CHRAC1,0.234579857,0.153260518,117.5332241,1.53059549,0.128556514,0.304247969,NO,NA
SRSF9,-0.241860933,0.158021517,114.5575894,-1.530556962,0.128635723,0.304261664,NO,NA
MICOS13,0.280583277,0.183188867,104.5524953,1.531661189,0.128626348,0.304261664,NO,NA
CTPS2,0.344831139,0.225362633,117.4795017,1.530116745,0.128676121,0.304270384,NO,NA
ERBB2,-0.226885566,0.147922484,85.54661298,-1.533813922,0.128765614,0.304395153,NO,NA
NOPCHAP1,0.377794824,0.246988393,100.8116138,1.529605584,0.129246254,0.305444241,NO,NA
SLC10A3,0.309691135,0.202749831,114.0073905,1.527454468,0.129417723,0.305509639,NO,NA
RANBP2,-0.232857643,0.152430924,115.3098039,-1.527627315,0.129343568,0.305509639,NO,NA
MRGBP,0.364644595,0.238450819,99.70410747,1.529223498,0.129375582,0.305509639,NO,NA
HEATR6,-0.459530163,0.30092165,117.8615632,-1.52707578,0.129421373,0.305509639,NO,NA
CD320,0.362351433,0.237435868,117.9483349,1.526102338,0.129661486,0.305989292,NO,NA
STARD3,0.34341812,0.224552096,89.36518568,1.529347204,0.129710528,0.306017891,NO,NA
LRP5,-0.291898399,0.191318427,113.2400906,-1.525720251,0.129867722,0.306214419,NO,NA
CNIH1,0.326242411,0.213837561,113.9577171,1.525655311,0.129866365,0.306214419,NO,NA
AKAP17A,-0.400822099,0.262715727,105.2560251,-1.525687491,0.130086994,0.306644201,NO,NA
PPP4R1,0.311998739,0.204678836,111.7618537,1.524333169,0.130250287,0.306702689,NO,NA
HSD3B7,-0.333889668,0.218967766,106.8106138,-1.524834792,0.130255883,0.306702689,NO,NA
AIP,-0.350444993,0.22995015,112.1640948,-1.524004192,0.130322282,0.306702689,NO,NA
XRCC2,-0.277680919,0.182179664,111.6068589,-1.524214685,0.130283771,0.306702689,NO,NA
SBNO2,-0.309631821,0.203230893,114.8455653,-1.523547022,0.130370846,0.306702689,NO,NA
VMP1,0.268822365,0.176335989,106.4146442,1.524489504,0.130352973,0.306702689,NO,NA
PGAM5,0.298696044,0.195540231,88.49353131,1.527542659,0.130192666,0.306702689,NO,NA
AGL,0.458311687,0.300881206,114.2201802,1.523231355,0.130464752,0.306836512,NO,NA
APEX1,0.297306216,0.19526548,117.6594205,1.522574377,0.130548383,0.306946098,NO,NA
HOMER3,0.407983196,0.267922155,107.5318887,1.522767669,0.13075229,0.307338337,NO,NA
BTAF1,-0.258674695,0.170003191,114.695701,-1.521587295,0.130864742,0.307444586,NO,NA
GNL2,0.316067049,0.207786868,117.9212404,1.521111761,0.130908777,0.307444586,NO,NA
GUF1,0.329472546,0.216493976,111.0251262,1.521855489,0.130888392,0.307444586,NO,NA
SNAPIN,0.332503017,0.218440396,103.7089234,1.522168163,0.131010303,0.307457818,NO,NA
UBR5,-0.273064751,0.179522999,113.3919509,-1.521057208,0.131029205,0.307457818,NO,NA
TRMO,-0.331724602,0.218102892,113.0718311,-1.520954625,0.131062798,0.307457818,NO,NA
EPS8L2,-0.357966953,0.235366567,117.9566573,-1.520891253,0.130963275,0.307457818,NO,NA
CALM3,-0.223977727,0.147270883,105.961277,-1.52085546,0.13127466,0.307494292,NO,NA
NCOR2,0.266962906,0.175573926,111.0252667,1.520515668,0.131224292,0.307494292,NO,NA
LSM8,0.340791637,0.224108453,106.823493,1.520654988,0.131300953,0.307494292,NO,NA
SOGA1,-0.288395211,0.18968097,116.0325725,-1.520422478,0.131125202,0.307494292,NO,NA
UBAC2,0.378550077,0.249033715,117.5336354,1.520075612,0.131177603,0.307494292,NO,NA
ARFGAP1,-0.361481432,0.237652306,104.7392335,-1.521051651,0.131260147,0.307494292,NO,NA
MRPL52,-0.246102626,0.161895923,108.0106102,-1.520128615,0.131400659,0.307640865,NO,NA
DHX40,0.330431694,0.217470025,110.372798,1.519435578,0.131512347,0.307728496,NO,NA
PTP4A2,0.184850553,0.121511449,95.50619635,1.521260387,0.131498543,0.307728496,NO,NA
ENY2,0.341482615,0.225052707,117.7374048,1.517345067,0.131860112,0.308455154,NO,NA
GATAD1,-0.441911062,0.290592676,85.33439886,-1.520723332,0.132026148,0.308669314,NO,NA
INO80E,-0.289783901,0.190634771,89.89180067,-1.52009992,0.131995571,0.308669314,NO,NA
ZNF467,-0.432519523,0.285225617,117.6302115,-1.516411915,0.132098028,0.30875027,NO,NA
PPP2R3C,-0.306001831,0.201561924,98.87339665,-1.518152958,0.132166956,0.308824284,NO,NA
SELENOI,0.300974484,0.198629896,114.4026595,1.515252689,0.132466567,0.30943712,NO,NA
NEK2,0.402639693,0.265816303,111.1446756,1.514729114,0.132679765,0.309657788,NO,NA
TM7SF2,-0.34203765,0.225856125,117.6910199,-1.514405024,0.132604192,0.309657788,NO,NA
ARPC4,0.272810748,0.180108753,110.2353764,1.514700115,0.132710481,0.309657788,NO,NA
SKP1,0.201548629,0.132995702,104.3598744,1.515452197,0.132681039,0.309657788,NO,NA
DAXX,0.256329073,0.1694842,117.9519707,1.512406895,0.133105122,0.310491206,NO,NA
TRIM29,0.461696005,0.305283672,114.1867636,1.512350796,0.13320742,0.310642402,NO,NA
CDC27,0.27132986,0.179716152,117.3506808,1.509768921,0.133790283,0.311913886,NO,NA
NDFIP2,0.403999083,0.267525805,107.8014095,1.510131267,0.133935563,0.312164777,NO,NA
NADK,-0.343230025,0.22700238,88.13220131,-1.512010692,0.134108767,0.312331335,NO,NA
INHA,-0.357141837,0.23671778,117.5293365,-1.508724174,0.13405287,0.312331335,NO,NA
TCP11L1,-0.57839487,0.383100587,104.4691512,-1.509772864,0.13412008,0.312331335,NO,NA
LGMN,0.330108351,0.218565863,98.06906025,1.510338108,0.134172609,0.312365895,NO,NA
PHB,-0.294720312,0.195466845,114.7090054,-1.507776485,0.134360984,0.312716607,NO,NA
ASPM,0.383645785,0.254719844,114.9860287,1.506148006,0.134771444,0.313583864,NO,NA
RRM2B,0.387226689,0.257341302,116.1138418,1.504720333,0.135111333,0.314286481,NO,NA
CRCP,0.21592883,0.143678605,110.7595469,1.502860011,0.135721047,0.315493375,NO,NA
AFAP1,0.343088938,0.228336368,116.0591466,1.502559317,0.135668821,0.315493375,NO,NA
PASK,-0.3436826,0.228523521,100.2449445,-1.503926589,0.135744374,0.315493375,NO,NA
SLC12A4,-0.358021112,0.238334616,110.6267709,-1.5021784,0.135900176,0.315670296,NO,NA
UNC45A,-0.369361263,0.24602508,117.9982921,-1.501315485,0.13594522,0.315670296,NO,NA
KIDINS220,0.280148821,0.186619756,117.9517801,1.501174507,0.135982687,0.315670296,NO,NA
SPRED1,0.373645237,0.248908356,117.1507507,1.501135768,0.136010935,0.315670296,NO,NA
ZNF141,-0.320072008,0.211705943,57.86278382,-1.511870677,0.136009461,0.315670296,NO,NA
ZNF551,-0.296798177,0.19783048,114.8296123,-1.500265165,0.136290281,0.316230082,NO,NA
PDIA3,0.301570226,0.201087439,117.9821685,1.49969699,0.136364109,0.316312829,NO,NA
GPS2,0.240628576,0.160549491,117.5537179,1.498781307,0.136611059,0.31667772,NO,NA
CALML3,-0.392426053,0.261797114,114.2559985,-1.498970127,0.13663935,0.31667772,NO,NA
PLSCR3,0.354402511,0.235176941,64.88328337,1.506961136,0.136674252,0.31667772,NO,NA
MAGI3,0.386065482,0.257579916,117.953497,1.498818263,0.136592408,0.31667772,NO,NA
MORC2,-0.294179101,0.196374025,117.8391263,-1.498055053,0.136792961,0.316811434,NO,NA
AZIN1,0.23116157,0.154264448,112.5814744,1.498475973,0.136808412,0.316811434,NO,NA
DYRK1B,-0.323118898,0.215515715,96.13733327,-1.499282306,0.137077163,0.317345119,NO,NA
POLR1B,-0.290620076,0.193475395,74.8449454,-1.502103544,0.137277909,0.317721114,NO,NA
BUD23,-0.2529991,0.169114902,117.999997,-1.49601896,0.13731855,0.31772645,NO,NA
OSTC,0.296344564,0.198143544,117.6327708,1.49560545,0.137434546,0.317728736,NO,NA
FIZ1,-0.219620662,0.146837093,117.9276288,-1.495675633,0.137409582,0.317728736,NO,NA
CXCL17,-0.533370325,0.356438345,110.9593682,-1.496388739,0.137391419,0.317728736,NO,NA
THAP5,0.300876998,0.200753446,88.67974642,1.498738898,0.137492874,0.317774942,NO,NA
XPO5,0.323894724,0.216653519,117.986602,1.494989441,0.137587057,0.317815365,NO,NA
TMEM150A,-0.309760453,0.20631877,73.36551921,-1.501368265,0.137552191,0.317815365,NO,NA
COL6A2,0.519532888,0.347544073,114.0149763,1.49486908,0.137711273,0.318013662,NO,NA
TMEM165,0.217704605,0.145686249,116.0885676,1.494338737,0.137800357,0.318130741,NO,NA
SOS1,-0.325489838,0.217985901,116.6789485,-1.493169224,0.138092113,0.318471128,NO,NA
FRYL,-0.300413528,0.201198068,118,-1.493123325,0.138073946,0.318471128,NO,NA
TCTN3,-0.280232701,0.186869306,72.06579292,-1.499618672,0.138081513,0.318471128,NO,NA
FHIP2A,-0.28046981,0.187848402,116.4816746,-1.493064656,0.138124014,0.318471128,NO,NA
ZNF654,-0.322504933,0.21530161,78.97812359,-1.497921602,0.138139926,0.318471128,NO,NA
YAF2,0.285352431,0.191011509,105.0965874,1.493901765,0.138197635,0.318515572,NO,NA
SGTA,-0.318246757,0.21296108,99.57655096,-1.49438929,0.138236157,0.318515783,NO,NA
OCRL,0.309751214,0.207586474,116.6469506,1.492155094,0.138358156,0.318708282,NO,NA
SFI1,-0.305892998,0.205101635,117.4631918,-1.491421546,0.138531581,0.318841916,NO,NA
SDHB,0.302730745,0.202926872,114.8254458,1.491821865,0.138488165,0.318841916,NO,NA
TRA2A,0.322166724,0.215989066,117.1052835,1.491588116,0.138496109,0.318841916,NO,NA
PARL,0.263720789,0.176734312,102.2221952,1.492187825,0.138729774,0.31920943,NO,NA
FRMD8,-0.329655791,0.221235157,117.9996912,-1.490069646,0.138874088,0.319452801,NO,NA
BTBD19,-0.430319337,0.287985964,80.43133148,-1.494237184,0.139026622,0.319680811,NO,NA
ZMYM1,-0.333732549,0.223933473,108.169564,-1.490320067,0.139050353,0.319680811,NO,NA
AP2A2,-0.256651112,0.171509682,69.19654268,-1.496423459,0.139090782,0.31968508,NO,NA
ACYP2,0.339129839,0.227303154,90.27666865,1.49197155,0.13919298,0.319831277,NO,NA
DNPEP,0.290994189,0.195472789,117.9093099,1.488668527,0.139244464,0.319860896,NO,NA
DYRK2,0.376219549,0.25280641,116.3889022,1.488172506,0.139409854,0.320152084,NO,NA
ENAH,0.279356262,0.187754604,115.1912825,1.487879693,0.139515048,0.320304907,NO,NA
PKN1,-0.306167477,0.205866028,117.7496392,-1.487217099,0.139630439,0.320481052,NO,NA
B3GALT6,-0.362778237,0.243846184,110.2968979,-1.487733908,0.139674479,0.320493377,NO,NA
TTI2,-0.333863233,0.223940583,79.54793426,-1.490856321,0.139954095,0.321046095,NO,NA
AURKA,0.312541982,0.210370775,117.5155486,1.485672057,0.140043675,0.321073852,NO,NA
RPS19BP1,-0.230902289,0.155360841,111.9341699,-1.486232225,0.140028954,0.321073852,NO,NA
CACNB3,-0.338828695,0.228178845,117.10367,-1.484925979,0.140250386,0.32145885,NO,NA
TINF2,-0.240139311,0.161444264,92.65685063,-1.487444057,0.140292857,0.321467293,NO,NA
IER3IP1,0.27422485,0.184671666,110.8523287,1.484931913,0.140400056,0.321624009,NO,NA
LYRM4,0.33751769,0.227221767,100.6747717,1.485410904,0.140559706,0.321811836,NO,NA
MYO19,-0.330413569,0.222658794,116.1086884,-1.483945739,0.140532934,0.321811836,NO,NA
RBMS1,0.398079688,0.26815209,104.3847041,1.484529502,0.140682051,0.322002993,NO,NA
B3GALNT2,0.318088828,0.214673831,114.5046061,1.481730806,0.141158696,0.323004769,NO,NA
GATD1,-0.258824035,0.174798112,117.7000667,-1.480702698,0.141357791,0.3232838,NO,NA
GLIS2,0.417440892,0.281921636,117.7136055,1.480698319,0.14135865,0.3232838,NO,NA
LRRC58,0.249863504,0.168838709,113.8508715,1.479894662,0.141663222,0.323812878,NO,NA
ZSCAN29,-0.281685383,0.190137061,98.5308814,-1.481485944,0.141668134,0.323812878,NO,NA
ZNF880,-0.390667558,0.264221416,116.2894706,-1.478561294,0.14196119,0.324393257,NO,NA
ADAT1,0.35825985,0.241978484,95.91111161,1.480544239,0.142005647,0.324405404,NO,NA
SNX4,0.324786756,0.219670649,110.7966759,1.47851685,0.142106834,0.324547104,NO,NA
ESF1,0.343296211,0.231111505,66.39673688,1.485413762,0.142166988,0.32459504,NO,NA
CCT6A,0.219848186,0.148707397,105.5611333,1.478394416,0.142279976,0.324763547,NO,NA
RAB28,-0.27268937,0.184586834,112.9936176,-1.477295881,0.142378177,0.324898219,NO,NA
OLFM2,-0.322941569,0.218761052,117.5823532,-1.476229735,0.14255532,0.325212908,NO,NA
UBQLN1,0.293402471,0.198764496,115.7926989,1.476131186,0.142622971,0.325277706,NO,NA
TM2D2,-0.328175956,0.22243381,117.9275826,-1.475387019,0.1427735,0.325503015,NO,NA
CMTR2,-0.35594221,0.240989187,99.99976434,-1.4770049,0.142816734,0.325503015,NO,NA
PSG1,-0.367789985,0.248852462,91.96355717,-1.477943924,0.142839583,0.325503015,NO,NA
ATP5MC2,-0.233855047,0.15834934,95.40625598,-1.476829946,0.143014518,0.325812073,NO,NA
MFSD14C,-0.333503279,0.225581993,83.58532668,-1.478412684,0.143055988,0.325816991,NO,NA
CTDSP2,-0.257241654,0.174583068,117.8529532,-1.473462786,0.143292251,0.326265433,NO,NA
EIF2AK1,0.2249885,0.152616439,107.5644862,1.474208821,0.143346123,0.326298454,NO,NA
GUK1,0.22704928,0.15405375,100.8090047,1.473831566,0.143642842,0.32672229,NO,NA
CTDNEP1,0.297458101,0.201972718,109.7252414,1.47276377,0.143677515,0.32672229,NO,NA
PLEKHO1,0.386641161,0.26266472,117.7480868,1.471995026,0.143690003,0.32672229,NO,NA
GPATCH3,-0.245730261,0.166347835,77.92105926,-1.477207453,0.143650499,0.32672229,NO,NA
IRF1,0.422734695,0.286908071,101.0489,1.473415137,0.143747465,0.326763299,NO,NA
RRP12,-0.355793814,0.241710634,113.723427,-1.471982463,0.143787624,0.326764966,NO,NA
TMEM245,0.332135809,0.225659985,110.3447315,1.471841847,0.143909951,0.326953309,NO,NA
SLC16A3,0.450669953,0.306304621,114.4121239,1.471312944,0.143951661,0.326958445,NO,NA
DROSHA,0.317250769,0.215580298,104.1583645,1.471612998,0.144140381,0.327151724,NO,NA
TRIM65,-0.323759,0.220194776,117.060206,-1.47033007,0.144155176,0.327151724,NO,NA
TALDO1,0.239481418,0.162832822,115.8430033,1.470719571,0.144078054,0.327151724,NO,NA
CEACAM1,-0.419200519,0.284850424,99.67815179,-1.47165138,0.144265248,0.327230384,NO,NA
