"","Log2FC","Std.Error","df","t value","Pr(>|t|)","FDR","diffexpressed","delabel"
"EXOC5",-0.281289702829654,0.255973455764041,56.999999999401,-1.09890184507627,0.276430875294283,0.597941802355432,"NO",NA
"MTX2",0.333903669788704,0.301119990765253,39.8714071497365,1.10887247618511,0.274129120636751,0.596723659900182,"NO",NA
"YKT6",-0.127899181837349,0.233848149634993,36.434118693333,-0.546932622887901,0.587759535914891,0.817343781034947,"NO",NA
"KHDRBS1",0.232351127669362,0.291570561476551,40.0613916963977,0.796895017428046,0.430209704863739,0.716885332405239,"NO",NA
"CELF1",-0.30857705608158,0.286946348300922,56.9999999981919,-1.07538241176003,0.286734520212632,0.607075711894599,"NO",NA
"RRAGA",-0.132193068212464,0.303550072234646,36.3128754799822,-0.435490155674475,0.665784411406606,0.859639594503135,"NO",NA
"GNA13",0.346982794966698,0.258652079398582,57.0000000002562,1.34150398393665,0.185077374534818,0.506006003405163,"NO",NA
"EBP",0.0212451987043617,0.255946853154493,19.8862182881903,0.0830062899485534,0.934676397556865,0.976646673451949,"NO",NA
"CCT8",-0.170725290336421,0.290685646021785,39.7408002550582,-0.58731930067034,0.560311612159605,0.798218232715152,"NO",NA
"CNPY3",0.271038037676915,0.238140164255151,39.3493330823864,1.13814500180875,0.261942405342201,0.585256153901877,"NO",NA
"HSPA8",0.256161674379443,0.166886061194472,56.9280772180305,1.53494948916637,0.130335717418678,0.422800115889245,"NO",NA
"SLC12A7",-0.299146247390233,0.324215147910517,36.5222748126643,-0.922678194767129,0.362230583639655,0.666494008324428,"NO",NA
"NUDC",-0.103616242834388,0.287967665528042,55.4001756119166,-0.359819018723468,0.720350541018654,0.885727247361132,"NO",NA
"PHTF1",0.559887683209776,0.273487452849327,51.3712882911287,2.04721524653724,0.0457676266481662,0.23893790048525,"NO",NA
